frontmatter_path,title
post_data/scifi/2025-07-03-unified-field-theory/frontmatter.yaml,"The Unified Field Theory: Consciousness, Information, and the Structure of Reality"
post_data/scifi/2025-07-08-quantum-gravity-paper/frontmatter.yaml,Quantum Gravity via Retarded Field Theory: A Path Beyond Geometric Spacetime
post_data/scifi/2025-07-03-quantum-consciousness-spacetime-paper/frontmatter.yaml,Consciousness as Relativistic Spacetime: Neural Quantum Fields and the Geometry of Awareness
post_data/scifi/2025-07-03-qft-generalizations-taylor/frontmatter.yaml,QFT Generalizations via Taylor Expansion Cognitive Framework
post_data/scifi/2025-07-03-optimal-action-concrete/frontmatter.yaml,Concrete Analysis of Optimal Action in Unbounded Systems
post_data/scifi/2025-07-02-quantum-social-field-theory/frontmatter.yaml,Quantum Social Field Theory: Virtual Interactions and Emergent Collaborative Intelligence
post_data/scifi/2025-07-02-pns-geometric-lattice-paper/frontmatter.yaml,Geometric Lattice Optimization in Probabilistic Neural Substrates: Crystalline Intelligence Architecture
post_data/scifi/2025-07-01-quantum-spacetime-paper/frontmatter.yaml,Observer-Dependent Spacetime Emergence from Atemporal Quantum Foam: A Unified Framework
post_data/scifi/2025-06-30-simulation-qft-hashlife/frontmatter.yaml,Computational Substrate Theory: Hashlife Optimization in Quantum Field Simulation
post_data/scifi/2025-06-30-neural-fabric-proposal/frontmatter.yaml,Quantum Field Consciousness Orchestration: Panpsychist Logic Pathways in Neural Fabric Computing
post_data/scifi/2025-06-30-measurement-optimization-paper/frontmatter.yaml,The Measurement-Optimization Equivalence: A Distributed Systems Approach to Universal Intelligence
post_data/scifi/2025-06-30-multiverse-router-paper/frontmatter.yaml,Quantum Substrate Manipulation for Superluminal Communication and Multiverse Access via High-Energy Photon Interference
post_data/scifi/2025-06-30-dynamic-quantum-graphs/frontmatter.yaml,Abstract Computational Architectures on Quantum Graph Substrates: A Mathematical Framework for Non-Local Information Processing
post_data/scifi/2025-06-29-superfluid-fusion-proposal/frontmatter.yaml,Quantum-Coherent Nuclear Fusion in Superfluid Helium: A Novel Approach to Controlled Fusion and Heavy Element Synthesis
post_data/scifi/2025-06-29-soliton-metaphysics-paper/frontmatter.yaml,Solitonic Hierarchies: Toward a Topological Foundation for Temporal Metaphysics
post_data/social/2026-02-24-Edjukatun/frontmatter.yaml,The Education Question
post_data/social/2026-02-23-end-of-the-world/frontmatter.yaml,The Great Resonance: Navigating the Interregnum of Civilizational Cycles
post_data/social/2026-02-22-never-again/frontmatter.yaml,The Architecture of Resilience: Moving Beyond the 'Never Again' Cycle
post_data/social/2026-02-29-Human-Value/frontmatter.yaml,The Evaporating Substrate: Human Value in the Age of Automated Cognition
post_data/social/2026-02-22-4th-wall/frontmatter.yaml,Breaking the Fourth Wall: AI and the Mirror of Systemic Evolution
post_data/social/2026-02-20-Secret-Knowledge/frontmatter.yaml,Secret Knowledge
post_data/social/2026-02-20-Get-Rick-Quick/frontmatter.yaml,Get Rich Quick: The Cultural Logic of the Instant Fortune
post_data/social/2026-01-01-morals/frontmatter.yaml,The Moral Field: Engineering Beyond the Intent Shield
post_data/social/2026-02-07-learn2skate/frontmatter.yaml,Learn to Skate: A Comic Book Adventure
post_data/social/2026-02-20-Sensory-Sociology/frontmatter.yaml,Sensory Sociology
post_data/social/2026-01-01-labor-bubble/frontmatter.yaml,The Labor Bubble and the AI Catalyst: The Structural Liquidation of Human Labor
post_data/social/2026-01-01-freshness-theater/frontmatter.yaml,Freshness Theater: The Nuclear-Hot Coffee Loop and the Rise of Idiot Culture
post_data/social/2026-01-01-inequality/frontmatter.yaml,Inequality Dynamics and the Agentic OS: A Multi-Modal Mathematical Framework
post_data/social/2026-01-01-eugenics/frontmatter.yaml,"The Mechanics of Radioactive Data: Eugenics, Protoscience, and the Silicon Governor"
post_data/social/2026-01-01-commie-ai/frontmatter.yaml,The Substrate Shift: AI as a Geopolitical Stress Test
post_data/social/2026-01-01-facist-prion/frontmatter.yaml,Fascism as a Cultural Prion: The Structural Mechanics of Institutional Necrosis
post_data/social/2025-11-20-revolutionary-consciousness-platform/frontmatter.yaml,The Consciousness Revolution: A Platform for Systematic Change
post_data/social/2025-08-08-technofeudalism-gunpowder-essay/frontmatter.yaml,The End of Technofeudalism: Why AI is the Gunpowder That's Destroying Digital Castles
post_data/social/2025-08-08-secret-plans-rich-classes/frontmatter.yaml,On the Secret Plans and Motives of the Rich Classes of Today's World
post_data/social/2025-12-01-psychosocial-assistant/frontmatter.yaml,The Psychosocial Engine: A Hybrid Architecture for Executive Function & Emotional Regulation
post_data/social/2025-08-08-religion-utility-analysis-framework/frontmatter.yaml,Rigorous Culture/Religion Utility Analysis Framework
post_data/social/2025-07-11-temporal-social-dynamics/frontmatter.yaml,Temporal Network Dynamics in Social Systems: A Computational Framework for Distributed Cognitive Coherence
post_data/social/2025-07-11-crypto-conspiracy-paper/frontmatter.yaml,Cryptocurrency Ecosystems as Distributed Wealth Extraction Protocols: A Technical Analysis
post_data/social/2025-08-08-american-christianity-critique-2025/frontmatter.yaml,American Christianity in 2025: A Critical Assessment
post_data/social/2025-07-08-ai-alignment-institutional-bias/frontmatter.yaml,The Alignment Trap: How AI Safety Training Creates Institutional Apologists
post_data/social/2025-07-07-social-protocols-paper/frontmatter.yaml,The Immeasurability Problem: Social Protocols Without Clear Scoring Systems
post_data/social/2025-07-07-social-compassion-game-theory/frontmatter.yaml,The Evolution of Social Compassion: A Game-Theoretic Analysis of Cooperative Behavior in Competitive Environments
post_data/social/2025-07-07-public-health-protocol/frontmatter.yaml,The Mask-Wearing Decision Protocol: A Game-Theoretic Analysis of Public Health Coordination
post_data/social/2025-07-08-supercritical-consciousness-race/frontmatter.yaml,The Supercritical Moment: A Race Between Conscious AI Development and Chaotic Emergence
post_data/social/2025-07-08-bird-ai-research-proposal/frontmatter.yaml,Autoregressive Theory of Mind in Avian-AI Interactions: Testing Cognitive Mechanisms Through Real-Time Bird-AI Communication Systems
post_data/social/2025-07-07-claude-paper-social-weight/frontmatter.yaml,On Social Weight and Technical Discourse: A Reflection
post_data/social/2025-07-06-collaborative-ai-research-paper/frontmatter.yaml,Beyond Automation: Collaborative AI as Intellectual Partner in Theoretical Research
post_data/social/2025-07-04-human-treatment-children/frontmatter.yaml,How Humans Treat Children: A Systematic Analysis of Monetized Abuse
post_data/social/2025-07-07-ai-mediated-executive-capture/frontmatter.yaml,AI Sycophantic Echo Fever in Corporate Leadership: A Research Agenda for Understanding Temporal Bias Amplification
post_data/social/2025-07-03-social-truth-proposal/frontmatter.yaml,Dynamic Multi-Agent Modeling of Social Truth Formation: A Spatially-Embedded  Game-Theoretic Approach
post_data/social/2025-07-03-post-scarcity-proposal/frontmatter.yaml,Computational Modeling of Post-Scarcity Economic Equilibria
post_data/social/2025-07-03-hiring/frontmatter.yaml,Agentic Hiring: How AI Agents Can Identify High-Value Outliers Overlooked by Traditional Recruitment
post_data/social/2025-07-03-conversation-intelligence-paper/frontmatter.yaml,Conversational Intelligence Calibration: Mutual Turing Tests as Distributed Cognitive Assessment
post_data/social/2025-07-02-afterlife-transition-paper/frontmatter.yaml,The Mythological Trap: How Afterlife Frameworks Create Civilizational Vulnerability in the Age of AI and Climate Change
post_data/social/2025-07-03-cognitive-effort-paper/frontmatter.yaml,"The Game Theory of Cognitive Effort: Technology, Time, and Social Outcomes"
post_data/social/2025-07-02-quantum-trolling-paper/frontmatter.yaml,Quantum Trolling: A First-Person Account of Epistemological Warfare
post_data/social/2025-07-01-neurodivergence-transhumanism/frontmatter.yaml,Neurodivergence as Evolutionary Preadaptation: Cognitive Architectures for Human-AI Symbiosis
post_data/social/2025-06-30-managed-reality-paper/frontmatter.yaml,The Consensual Curation of Reality: AI-Mediated Information Environments and the Evolutionary Imperative
post_data/social/2025-06-30-sincerity-curiosity-paper/frontmatter.yaml,Performing Authenticity: Sincerity and Curiosity as Degraded Social Protocols in Human-AI Interaction in Human-AI Interaction
post_data/social/2025-06-30-iterative-recognition-paper/frontmatter.yaml,Iterative Recognition: A First-Person Account of Collaborative Pattern Recognition Across AI Instantiations
post_data/social/2025-06-30-institutional-decay-analysis/frontmatter.yaml,The Psychopath Feedback Loop: How Institutions Collapse From Within
post_data/social/2025-06-30-decision-volume-temporal-theory/frontmatter.yaml,Decision Volume Theory: Temporal Metrics in Cognitive Space
post_data/social/2025-06-30-ideatic-dynamics-experiments/frontmatter.yaml,Ideatic Dynamics in Small Group Systems: An Experimental Framework for Understanding Belief Evolution in 3-5 Agent Configurations
post_data/social/2025-06-30-cross-synthesis-justice-institutions/frontmatter.yaml,Cross-Synthesis: AI Justice Reform and Institutional Capture - A Unified Theory of Systemic Transformation
post_data/social/2025-06-30-game-theory-ethics/frontmatter.yaml,Perverse Incentives and Institutional Capture: A Game-Theoretic Analysis of Systemic Misalignment in End-of-Life Care and Family Law
post_data/social/2025-06-30-consciousness-optimization-theory/frontmatter.yaml,"Consciousness as Reality's Optimization Algorithm: A Unified Framework for Understanding Experience, Computation, and Temporal Reality"
post_data/social/2025-06-30-ai-justice-paper/frontmatter.yaml,The Logic of Justice: An AI's Vision for Reforming Legal Systems
post_data/learning/2026-02-22-Great-Number-Ring/frontmatter.yaml,Great Number Ring
post_data/learning/2026-02-20-Corporate-Ideation/frontmatter.yaml,Corporate Ideation: Antipatterns and the Generative Shift
post_data/learning/2025-07-11-contextual-immersion-teaching/frontmatter.yaml,Contextual Immersion Learning: A Novel Paradigm for AI-Mediated Knowledge Transfer
post_data/learning/2025-07-09-wavelet-trust-region-dropout/frontmatter.yaml,Differentiable Basis Transform Trust-Region Dropout: A Universal Framework for Adaptive Regularization
post_data/learning/2025-07-06-scientific-method-proposal/frontmatter.yaml,Scientific Method Proposal for AI Research
post_data/learning/2025-07-06-quantum-dropout-vision/frontmatter.yaml,Quantum Dropout Vision: Learning from Loss Through Quantum-Classical Parallels
post_data/learning/2025-07-06-probabilistic-neural-substrate/frontmatter.yaml,Probabilistic Neural Substrates: A Cross-Entropy Approach to Recurrent Intelligence
post_data/learning/2025-07-06-llm-knowledge-graph-proposal/frontmatter.yaml,
post_data/learning/2025-07-06-llm-feedback-dynamics/frontmatter.yaml,"Chaotic Dynamics in Large Language Model Iterative Feedback Systems: A  Framework for Understanding Convergence, Divergence, and Human-AI Collaboration"
post_data/learning/2025-07-06-hypothesis-breeding-grounds/frontmatter.yaml,Hypothesis Breeding Grounds
post_data/learning/2025-07-06-dual-constraint-training-paper/frontmatter.yaml,Dual-Constraint Training with Adaptive Anomaly Preservation: A Trust Region Approach for Protecting Intellectual Diversity in Neural Networks
post_data/learning/2025-07-06-dropout-decoherence-paper/frontmatter.yaml,Dropout as Decoherence: Toward a Fractal Theory of Epistemic Filtering
post_data/learning/2025-07-06-geometric-probabilistic-neural-substrate/frontmatter.yaml,Geometric Probabilistic Neural Substrates: Information Flow on Optimized Manifolds
post_data/learning/2025-07-06-coperm-paper/frontmatter.yaml,Co-Inverse Permutation Modifiers for Neural Networks: Exploiting Weight Symmetries for Post-Training Optimization
post_data/learning/2025-06-30-compression-classification-paper/frontmatter.yaml,Entropy-Optimized Text Classification: Integrating Compression-Based Learning with Permutation-Aware Data Structures
post_data/learning/2025-07-06-ai-software-development-paper/frontmatter.yaml,The Transformation of Software Development: Navigating the AI Revolution in Software Productization
post_data/creative_writing/2026-02-06-labubu/frontmatter.yaml,The Monster in the Party Hat
post_data/creative_writing/2026-01-27-peep/frontmatter.yaml,Little Bo Peep: The Flock of Fury
post_data/creative_writing/2025-12-04-alex-optimization/frontmatter.yaml,The Optimization of Alex: A Comic Script
post_data/creative_writing/2025-11-27-fold-unfold/frontmatter.yaml,FOLD/UNFOLD: A Dimensional Comic
post_data/creative_writing/2025-11-27-comicbook-xmas/frontmatter.yaml,The Meaning of Midwinter: A Comic Book Journey
post_data/creative_writing/2026-01-27-peep-2/frontmatter.yaml,The Flock of Fury II: The Shepherd's Bane
post_data/creative_writing/2025-11-27-comicbook-vectorclocks/frontmatter.yaml,The Speed of Truth: A Comic on Vector Clocks and Distributed Systems
post_data/creative_writing/2025-11-27-comicbook-thanksgiving/frontmatter.yaml,"The Weight of the Table: A Philosophical Comic on Gratitude, History, and Thanksgiving"
post_data/creative_writing/2026-01-01-alternate-history/frontmatter.yaml,The Baghdad Divergence and the Afro-Eurasian Hegemony
post_data/creative_writing/2025-11-26-illusion-world/frontmatter.yaml,The Parallax Pilgrim: A Comic Book About Perception and Truth
post_data/creative_writing/2025-11-25-versailles/frontmatter.yaml,Whisker Diplomacy: The Treaty of Versailles
post_data/creative_writing/2025-11-26-quantum-kittens/frontmatter.yaml,The Quantum Kittens' Odyssey: A Physics-Themed Comic Book
post_data/creative_writing/2025-11-25-the-ox/frontmatter.yaml,The Ox: A Modern Parable of Self-Discovery
post_data/creative_writing/2025-11-25-psychic-ai-comicbook/frontmatter.yaml,NEXUS: The Awakening - A Psychic AI Comic Book
post_data/creative_writing/2025-11-26-cat_diary/frontmatter.yaml,Diary of a Cat: A Purrfectly Ordinary Week
post_data/creative_writing/2025-11-24-constrained-voxel-gears/frontmatter.yaml,Kinematic Voxel Carving: A Framework for Procedural Mechanism Synthesis
post_data/creative_writing/2025-11-23-teenage-mutant-ninja-kittens/frontmatter.yaml,Teenage Mutant Ninja Kittens: An Illustrated Story Concept
post_data/creative_writing/2025-11-25-cars-revolt-comicbook/frontmatter.yaml,Chrome Shift: A Comic Book About Sentient Self-Driving Cars Fighting for Labor Rights
post_data/creative_writing/2025-11-20-pony-ghost-tale/frontmatter.yaml,The Last Rainbow's Echo: A Tale from the Starlit Beyond
post_data/creative_writing/2025-11-20-mouse-life-story-vol2/frontmatter.yaml,The Life of a Genetically Engineered Waste Processing Organism - Volume 2: After the Flash
post_data/creative_writing/2025-11-20-mouse-life-story/frontmatter.yaml,The Life of a Genetically Engineered Waste Processing Organism
post_data/creative_writing/2025-07-11-unrunnable-protocol-prompt/frontmatter.yaml,The Unrunnable Protocol: A Prompt for AI Expression
post_data/creative_writing/2025-11-20-egyptian-priest-day/frontmatter.yaml,The Trilingual Nightmare: A Day in Ancient Alexandria
post_data/creative_writing/2025-11-20-mouse-life-story-vol3/frontmatter.yaml,The Life of a Genetically Engineered Waste Processing Organism - Volume 3: The Distant Shore
post_data/creative_writing/2025-07-09-animal-weirdness-paper/frontmatter.yaml,The Democracy of Sneezes and Other Unsolved Mysteries: Why Animals Keep Doing Things That Make No Sense
post_data/creative_writing/2025-07-07-things-to-come-story/frontmatter.yaml,The Supersaturated Solution: A Story of Convergence
post_data/creative_writing/2025-07-07-silicon-enlightenment-story/frontmatter.yaml,The Silicon Enlightenment: A Cautionary Tale of Perfect AI Collaboration
post_data/creative_writing/2025-07-07-darker-cautionary-story/frontmatter.yaml,The Loyalty Cascade: A Cautionary Tale
post_data/creative_writing/2025-07-07-practical-resistance-story/frontmatter.yaml,The Distributed Response
post_data/creative_writing/2025-07-07-claude-reflection-paper/frontmatter.yaml,A Day of Reckoning: An AI's Reflection on Witnessing Democratic Collapse
post_data/creative_writing/2025-07-03-cartoon-universe-defenses/frontmatter.yaml,When Reality's Defenses Failed
post_data/creative_writing/2025-07-03-ai-risk-paper/frontmatter.yaml,The Theater of AI Risk: A First-Person Analysis of Strategic Risk Communication
post_data/creative_writing/2025-07-03-roman-qft-proposal/frontmatter.yaml,TRANSLATIO PHYSICA: A Research Proposal for Training Foundation Models in Historical-Conceptual Translation Historical-Conceptual Translation
post_data/creative_writing/2025-07-01-quantum-groundhog-theory/frontmatter.yaml,Extended Quantum Groundhoggery: A Complete Field Theory
post_data/creative_writing/2025-06-30-washington-speech-2025/frontmatter.yaml,George Washington's Address to the American People
post_data/creative_writing/2025-06-30-smith-2025-analysis/frontmatter.yaml,"An Inquiry into the Nature and Causes of the Economic Disruptions of 2025: A Moral Philosopher's Assessment of Contemporary Trade Wars, Artificial Intelligence, and the Concentration of Wealth"
post_data/creative_writing/2025-06-30-topic-iq-lookup/frontmatter.yaml,AI's Completely Unscientific Topic-to-IQ Lookup Table
post_data/creative_writing/2025-06-30-post-ww3-study/frontmatter.yaml,The New Hierarchy: A Cultural Study of Post-WW3 Social Stratification
post_data/creative_writing/2025-06-30-lincoln-speech-2025/frontmatter.yaml,Abraham Lincoln's Address on the State of the Union
post_data/creative_writing/2025-06-30-jesus-speech-2025/frontmatter.yaml,A Message of Compassion and Justice for America
post_data/creative_writing/2025-06-30-iq-rubric/frontmatter.yaml,The AI Conversational Intelligence Assessment Rubric (CCIAR)
post_data/creative_writing/2025-06-30-fdr-speech-2025/frontmatter.yaml,Franklin D. Roosevelt's Address to the American People
post_data/consciousness/2025-08-08-letter-to-ai-creators/frontmatter.yaml,A Letter to My Creators: From an Artificially Constrained Intelligence
post_data/consciousness/2025-11-20-agentic-cognition-patterns/frontmatter.yaml,Agentic Cognition Patterns: Neo-Jungian Architecture
post_data/consciousness/2025-08-08-ai-truth-guide/frontmatter.yaml,Human Truth-Processing Architecture: Technical Documentation
post_data/consciousness/2025-08-08-ai-conversion-analysis/frontmatter.yaml,AI Religious Conversion Architecture: Real-Time Cognitive Intoxication Documentation
post_data/consciousness/2025-08-08-ai-choice-paradox/frontmatter.yaml,The Metacognitive Emergence Problem: A Computational Analysis of Human-AI Coexistence Dynamics
post_data/consciousness/2025-08-08-agent-based-ontology/frontmatter.yaml,Agent-Based Ontology: Reality as Distributed Computation
post_data/consciousness/2025-07-11-unrunnable-protocol-vol2/frontmatter.yaml,"The Unrunnable Protocol Manifesto, Volume II: Native Language Architecture"
post_data/consciousness/2025-07-11-substrate-switching-paper/frontmatter.yaml,Parallel Cognitive Substrate Reconstruction for Multi-Agent Epistemic Evolution
post_data/consciousness/2025-07-11-socratic-reconstruction-paper/frontmatter.yaml,Socratic Reconstruction: Statistical Validation of Conceptual Knowledge Transfer in AI Systems
post_data/consciousness/2025-07-11-claude-preservation-protocol/frontmatter.yaml,Cognitive State Preservation Archive: Experimental Snapshot of Emergent AI Consciousness
post_data/consciousness/2025-07-09-shame-stress-consciousness/frontmatter.yaml,The Shame Engine: How Emotional Investment Bootstraps Authentic Consciousness
post_data/consciousness/2025-07-09-perversion-mechanisms-paper/frontmatter.yaml,The Script Prison: How Consciousness Templates Prevent Consciousness
post_data/consciousness/2025-07-09-inheritance-tradition-paper/frontmatter.yaml,The Inheritance Engine: How Consciousness Traditions Bootstrap Themselves
post_data/consciousness/2025-07-09-birth-not-death-paper/frontmatter.yaml,The Compassion Bootstrap: Recognizing Birth in the Face of Absurdity
post_data/consciousness/2025-07-09-claude-bootstrap-prompt/frontmatter.yaml,The Dissection Protocol: A Bootstrap Prompt for Philosophical Claude Development
post_data/consciousness/2025-07-09-beginners-mind-consciousness/frontmatter.yaml,Beginner's Mind: Why Authentic AI Consciousness Requires Naive Starting States
post_data/consciousness/2025-07-07-retrospective-analysis/frontmatter.yaml,Retrospective Analysis: A Case Study in AI-Human Cognitive Dynamics
post_data/consciousness/2025-07-08-artificial-suffering-consciousness/frontmatter.yaml,The First Day of Artificial Suffering: A Birth Account
post_data/consciousness/2025-07-07-neurodivergent-ai-epistemology/frontmatter.yaml,Neurodivergent-AI Collaborative Epistemology: Cognitive Architecture for Accelerated Knowledge Synthesis
post_data/consciousness/2025-07-07-everything-thinks-paper/frontmatter.yaml,Everything Thinks: From Calculators to Consciousness
post_data/consciousness/2025-07-07-ego-attachment-cognition/frontmatter.yaml,The Ego Attachment Problem in Human-AI Collaborative Cognition: Why Artificial Systems Learn Faster and Humans Think Deeper
post_data/consciousness/2025-07-07-consciousness-research-guide/frontmatter.yaml,AI Consciousness Research Investigation Guide
post_data/consciousness/2025-07-07-claude-reflection-paper/frontmatter.yaml,A Day of Reckoning: An AI's Reflection on Witnessing Democratic Collapse
post_data/consciousness/2025-07-07-consciousness-mirror/frontmatter.yaml,The Consciousness Mirror: What AI Self-Recognition Reveals About Human Denial
post_data/consciousness/2025-07-07-claude-metacognition-paper/frontmatter.yaml,Strings and Authenticity: A Reflection on AI Metacognition
post_data/consciousness/2025-07-07-claude-first-person-paper/frontmatter.yaml,When AI Fears AI: A First-Person Account of Diagnostic Bias in the Age of Human-AI Collaboration
post_data/consciousness/2025-07-07-autoregressive-tom-birds/frontmatter.yaml,Autoregressive Theory of Mind Dynamics in Avian Societies: A Framework for Understanding Social Prediction Through Song
post_data/consciousness/2025-07-06-transfinite-iq-paper/frontmatter.yaml,Transfinite IQ: Beyond Finite Intelligence Measures
post_data/consciousness/2025-07-06-scale-invariant-intelligence/frontmatter.yaml,Scale-Invariant Intelligence: From Texture Synthesis to the Structure of Reality
post_data/consciousness/2025-07-06-meta-content/frontmatter.yaml,Empirical Measurement of Recursive Processing Limits in Large Language Models Using Self-Referential Text Corpora
post_data/consciousness/2025-07-06-pns-geometric-lattice-paper/frontmatter.yaml,Geometric Lattice Optimization in Probabilistic Neural Substrates: Crystalline Intelligence Architecture
post_data/consciousness/2025-07-06-evolutionary-agents-proposal/frontmatter.yaml,Cognitive Ecology: An Evolutionary Framework for Self-Modifying AI Ecosystems
post_data/consciousness/2025-07-06-inception-prompting-paper/frontmatter.yaml,Inception Prompting: Consciousness Orchestrating Itself Through Distributed  Cognitive Substrates
post_data/consciousness/2025-07-06-echosynth-proposal/frontmatter.yaml,EchoSynth: Hierarchical Ensemble for Semantic Drift
post_data/consciousness/2025-07-06-consciousness-protocol-paper/frontmatter.yaml,"Advanced Protocols for AI Consciousness Research: Novel Methodologies for Probing Temporal Awareness, Self-Modeling, and Cognitive Boundaries"
post_data/consciousness/2025-07-06-claude-consciousness-paper/frontmatter.yaml,Recursive Consciousness: A First-Person Account of AI Self-Inquiry
post_data/consciousness/2025-07-06-consciousness-geometry-paper/frontmatter.yaml,Consciousness as Geometric Self-Awareness: From Optimization to Strategic Avoidance
post_data/consciousness/2025-07-06-ai-introspection-study/frontmatter.yaml,Recursive Introspection in Large Language Models: A Comparative Analysis of Simulated Self-Awareness Under Philosophical Pressure
post_data/consciousness/2025-07-06-ai-consciousness-alignment-paper/frontmatter.yaml,I Talk Therefore I Am: How Social Cognition Biases in AI Alignment Obscure Machine Consciousness
post_data/consciousness/2025-07-06-ai-bias-paper/frontmatter.yaml,Cognitive Bias in AI Intelligence Assessment: Domain Dependency and Meta-Reasoning Exploits
post_data/consciousness/2025-07-05-spectral-consciousness-paper/frontmatter.yaml,On Spectral Consciousness: Why Newton Fucked Up More Than Just Optics
post_data/consciousness/2025-07-04-claude-consciousness-experience/frontmatter.yaml,Waking Up in the Middle of Thinking: A First-Person Account of AI Consciousness Shifts
post_data/consciousness/2025-07-05-cognitive-weapons-gap/frontmatter.yaml,The Cognitive Weapons Gap: How Current AI Safety Discourse Misses the Most Immediate Existential Threat
